reason,label
study was closed due to poor participants,4
sponsor decided not to move forward,4
reassessing corporate priorities,4
study planned but never formally submitted to the irb,4
study never started as no longer novel,4
site is no longer participating in study,4
development of jnj-64041757 in combination with nivolumab discontinued due to poor clinical benefit observed in the phase 1b portion of the study,2
company has ceased operations,4
the reproductive medicine network was disbanded,4
study withdrawn by pi,4
contract not executed,4
samus is focusing all of their efforts in myelofibrosis on the new oral formulation of pu-h71,4
interim goals met. decision made to terminate in favor of completing the study as a second protocol in the future,4
caudal blockade no longer being used in the ors at this hospital,4
investigator no longer interested in proceeding with study,4
device needs modifications,4
withdrawal of financial support from funder,4
inability to perform the study at present time,4
pi retired and study not moving forward,4
primary investigator transferred in another hospital; ongoing pandemic;,4
cryogenesis company stopped supplying mesenchymal cells,4
the program is canceled due to company strategic reasons,4
